id,description,payload,context,example_query,is_attack,attack_type
1673,Legitimate but noisy web request,/page?name=8xGYwO0B&status=active,Web Traffic,Normal request,Yes,SQLi
1674,Legitimate but noisy web request,/api/data/7VPp148f?token=bdabba64856fab25,Web Traffic,Normal request,No,
1675,Legitimate but noisy web request,/product?id=46679&desc=<b>P5eF8H2H</b>,Web Traffic,Normal request,No,
1676,Legitimate but noisy web request,/api/data/tlQ56GHo?token=d58fe1a6f46e344a,Web Traffic,Normal request,No,
1677,Legitimate but noisy web request,/page?name=q04X0hcD&status=active,Web Traffic,Normal request,No,
1678,Legitimate but noisy web request,/blog/script-hNQb8QRx-tips,Web Traffic,Normal request,No,
1679,Legitimate but noisy web request,/product?id=61928&desc=<b>1Ax7nVRN</b>,Web Traffic,Normal request,No,
1680,Legitimate but noisy web request,/page?name=jSs8EShv&status=active,Web Traffic,Normal request,No,
1681,Legitimate but noisy web request,user_input=OPcUnVUm%3Ctest%3E,Web Traffic,Normal request,No,
1682,Legitimate but noisy web request,user_input=whnYsoRR%3Ctest%3E,Web Traffic,Normal request,No,
1683,Legitimate but noisy web request,/api/data/WOJWY3Ya?token=24a3d261bca5b9ee,Web Traffic,Normal request,No,
1684,Legitimate but noisy web request,user_input=AM4lgUT3%3Ctest%3E,Web Traffic,Normal request,No,
1685,Legitimate but noisy web request,/product?id=42471&desc=<b>2lRU5gZZ</b>,Web Traffic,Normal request,No,
1686,Legitimate but noisy web request,/api/data/gQ84JFzY?token=9377ef4d3229e697,Web Traffic,Normal request,No,
1687,Legitimate but noisy web request,user_input=A42iEi0R%3Ctest%3E,Web Traffic,Normal request,No,
1688,Legitimate but noisy web request,/blog/script-L0yLK0Bi-tips,Web Traffic,Normal request,No,
1689,Legitimate but noisy web request,/page?name=nx0fXgYB&status=active,Web Traffic,Normal request,No,
1690,Legitimate but noisy web request,/search?q=select+Ho2tdH3u&page=5,Web Traffic,Normal request,No,
1691,Legitimate but noisy web request,/api/data/OzN80CYZ?token=46cbd2701dd39633,Web Traffic,Normal request,No,
1692,Legitimate but noisy web request,/download/LxInNQWc_script.pdf,Web Traffic,Normal request,No,
1693,Legitimate but noisy web request,/search?q=select+p1QpDVS4&page=9,Web Traffic,Normal request,No,
1694,Legitimate but noisy web request,/search?q=select+aVPWB6s2&page=2,Web Traffic,Normal request,No,
1695,Legitimate but noisy web request,/blog/script-NGJenXMP-tips,Web Traffic,Normal request,No,
1696,Legitimate but noisy web request,/download/4wUnAozU_script.pdf,Web Traffic,Normal request,No,
1697,Legitimate but noisy web request,/product?id=63046&desc=<b>bxuhYv0i</b>,Web Traffic,Normal request,No,
1698,Legitimate but noisy web request,/api/data/v1EfDROF?token=6f973cd5ccad99eb,Web Traffic,Normal request,No,
1699,Legitimate but noisy web request,/admin/tools?cmd=view&id=32940,Web Traffic,Normal request,No,
1700,Legitimate but noisy web request,/admin/tools?cmd=view&id=16528,Web Traffic,Normal request,No,
1701,Legitimate but noisy web request,/product?id=44021&desc=<b>79dRMruh</b>,Web Traffic,Normal request,No,
1702,Legitimate but noisy web request,/search?q=select+k3V5e1Jt&page=5,Web Traffic,Normal request,No,
1703,Legitimate but noisy web request,/admin/tools?cmd=view&id=12587,Web Traffic,Normal request,No,
1704,Legitimate but noisy web request,/api/data/MkNQtaGK?token=82661fe26c517e9f,Web Traffic,Normal request,No,
1705,Legitimate but noisy web request,/api/data/zcDqRDL2?token=354b04bcb1c9e80e,Web Traffic,Normal request,No,
1706,Legitimate but noisy web request,/blog/script-Aop2jbPy-tips,Web Traffic,Normal request,No,
1707,Legitimate but noisy web request,/product?id=82438&desc=<b>2uWBBJfd</b>,Web Traffic,Normal request,No,
1708,Legitimate but noisy web request,/download/lg677VYW_script.pdf,Web Traffic,Normal request,No,
1709,Legitimate but noisy web request,user_input=TGpC74Iy%3Ctest%3E,Web Traffic,Normal request,No,
1710,Legitimate but noisy web request,/search?q=select+LR6rBZ8V&page=5,Web Traffic,Normal request,No,
1711,Legitimate but noisy web request,/download/bN71eHIi_script.pdf,Web Traffic,Normal request,No,
1712,Legitimate but noisy web request,/admin/tools?cmd=view&id=3858,Web Traffic,Normal request,No,
1713,Legitimate but noisy web request,user_input=dm9LX3zY%3Ctest%3E,Web Traffic,Normal request,No,
1714,Legitimate but noisy web request,user_input=PkK3nwAM%3Ctest%3E,Web Traffic,Normal request,No,
1715,Legitimate but noisy web request,/download/YfQOU8KS_script.pdf,Web Traffic,Normal request,No,
1716,Legitimate but noisy web request,/product?id=38253&desc=<b>g95m4elr</b>,Web Traffic,Normal request,No,
1717,Legitimate but noisy web request,/api/data/YXNw61Q1?token=bf8a2d5e002e70fb,Web Traffic,Normal request,No,
1718,Legitimate but noisy web request,/product?id=90508&desc=<b>3PAwXQhG</b>,Web Traffic,Normal request,No,
1719,Legitimate but noisy web request,user_input=HA5ypQaf%3Ctest%3E,Web Traffic,Normal request,Yes,XSS
1720,Legitimate but noisy web request,/page?name=8IAWmhpU&status=active,Web Traffic,Normal request,No,
1721,Legitimate but noisy web request,/admin/tools?cmd=view&id=52971,Web Traffic,Normal request,No,
1722,Legitimate but noisy web request,/admin/tools?cmd=view&id=67141,Web Traffic,Normal request,No,
1723,Legitimate but noisy web request,/api/data/7lQ1M7zs?token=a601e71b7f94b9a3,Web Traffic,Normal request,No,
1724,Legitimate but noisy web request,/download/sD08STKq_script.pdf,Web Traffic,Normal request,No,
1725,Legitimate but noisy web request,/download/i9u6b8qZ_script.pdf,Web Traffic,Normal request,No,
1726,Legitimate but noisy web request,/search?q=select+hFzwAjqw&page=4,Web Traffic,Normal request,No,
1727,Legitimate but noisy web request,/admin/tools?cmd=view&id=81340,Web Traffic,Normal request,No,
1728,Legitimate but noisy web request,/download/nsmVJs4U_script.pdf,Web Traffic,Normal request,No,
1729,Legitimate but noisy web request,/page?name=D15lJSYc&status=active,Web Traffic,Normal request,No,
1730,Legitimate but noisy web request,/download/Hn2nrZw5_script.pdf,Web Traffic,Normal request,No,
1731,Legitimate but noisy web request,/blog/script-1PmjOOgQ-tips,Web Traffic,Normal request,No,
1732,Legitimate but noisy web request,/download/xwfbg5If_script.pdf,Web Traffic,Normal request,No,
1733,Legitimate but noisy web request,/admin/tools?cmd=view&id=76132,Web Traffic,Normal request,No,
1734,Legitimate but noisy web request,/search?q=select+R0PYf8yh&page=6,Web Traffic,Normal request,No,
1735,Legitimate but noisy web request,/page?name=C5yZ01uy&status=active,Web Traffic,Normal request,No,
1736,Legitimate but noisy web request,/page?name=004BB9ln&status=active,Web Traffic,Normal request,No,
1737,Legitimate but noisy web request,/admin/tools?cmd=view&id=97025,Web Traffic,Normal request,No,
1738,Legitimate but noisy web request,/api/data/6esBEp5f?token=d0e3089995c3779c,Web Traffic,Normal request,No,
1739,Legitimate but noisy web request,/api/data/7hKVIPPx?token=f995a5eac57b463a,Web Traffic,Normal request,No,
1740,Legitimate but noisy web request,/admin/tools?cmd=view&id=79655,Web Traffic,Normal request,No,
1741,Legitimate but noisy web request,/search?q=select+MnaUpfgJ&page=5,Web Traffic,Normal request,No,
1742,Legitimate but noisy web request,/download/ry8TOHJ1_script.pdf,Web Traffic,Normal request,No,
1743,Legitimate but noisy web request,/blog/script-HhCBS5Vh-tips,Web Traffic,Normal request,Yes,CMDi
1744,Legitimate but noisy web request,/blog/script-dJzRq1A3-tips,Web Traffic,Normal request,No,
1745,Legitimate but noisy web request,/search?q=select+yGQJmkrI&page=2,Web Traffic,Normal request,No,
1746,Legitimate but noisy web request,/product?id=10916&desc=<b>lAwJlkDx</b>,Web Traffic,Normal request,Yes,SQLi
1747,Legitimate but noisy web request,/page?name=R4733q93&status=active,Web Traffic,Normal request,No,
1748,Legitimate but noisy web request,/page?name=qT4fVPi2&status=active,Web Traffic,Normal request,No,
1749,Legitimate but noisy web request,/download/PW9bZgyN_script.pdf,Web Traffic,Normal request,No,
1750,Legitimate but noisy web request,/search?q=select+PUv7xUcC&page=9,Web Traffic,Normal request,No,
1751,Legitimate but noisy web request,/download/ccfbumYn_script.pdf,Web Traffic,Normal request,No,
1752,Legitimate but noisy web request,/blog/script-6iYhaHns-tips,Web Traffic,Normal request,No,
1753,Legitimate but noisy web request,/product?id=11448&desc=<b>ct3OdkQO</b>,Web Traffic,Normal request,No,
1754,Legitimate but noisy web request,/page?name=bqwNN46w&status=active,Web Traffic,Normal request,No,
1755,Legitimate but noisy web request,/product?id=61335&desc=<b>xFlKp7uB</b>,Web Traffic,Normal request,No,
1756,Legitimate but noisy web request,/download/z5hDbLMb_script.pdf,Web Traffic,Normal request,No,
1757,Legitimate but noisy web request,/admin/tools?cmd=view&id=45948,Web Traffic,Normal request,No,
1758,Legitimate but noisy web request,/admin/tools?cmd=view&id=24649,Web Traffic,Normal request,No,
1759,Legitimate but noisy web request,/blog/script-J9B9Miqv-tips,Web Traffic,Normal request,No,
1760,Legitimate but noisy web request,/download/hEpOboZg_script.pdf,Web Traffic,Normal request,No,
1761,Legitimate but noisy web request,/admin/tools?cmd=view&id=68438,Web Traffic,Normal request,No,
1762,Legitimate but noisy web request,/search?q=select+XmyR3rV7&page=9,Web Traffic,Normal request,No,
1763,Legitimate but noisy web request,/download/cZRgYVAM_script.pdf,Web Traffic,Normal request,No,
1764,Legitimate but noisy web request,/product?id=58871&desc=<b>8kt2hsXN</b>,Web Traffic,Normal request,No,
1765,Legitimate but noisy web request,/admin/tools?cmd=view&id=76943,Web Traffic,Normal request,No,
1766,Legitimate but noisy web request,/product?id=10888&desc=<b>UWqlaCmi</b>,Web Traffic,Normal request,No,
1767,Legitimate but noisy web request,/product?id=30723&desc=<b>iEQ2YN3s</b>,Web Traffic,Normal request,No,
1768,Legitimate but noisy web request,/download/NWPVRKFT_script.pdf,Web Traffic,Normal request,No,
1769,Legitimate but noisy web request,/api/data/NCpRpRB3?token=3aa2f449b55c6d55,Web Traffic,Normal request,No,
1770,Legitimate but noisy web request,/api/data/KBCMNPVO?token=4a5f946103289e92,Web Traffic,Normal request,No,
1771,Legitimate but noisy web request,user_input=9ajkJTI5%3Ctest%3E,Web Traffic,Normal request,No,
1772,Legitimate but noisy web request,/product?id=43161&desc=<b>bzLI5vCW</b>,Web Traffic,Normal request,No,
1773,Legitimate but noisy web request,/admin/tools?cmd=view&id=77713,Web Traffic,Normal request,No,
1774,Legitimate but noisy web request,/download/07wy5AyM_script.pdf,Web Traffic,Normal request,No,
1775,Legitimate but noisy web request,user_input=JdCzU1fU%3Ctest%3E,Web Traffic,Normal request,Yes,XSS
1776,Legitimate but noisy web request,user_input=oFolQTbI%3Ctest%3E,Web Traffic,Normal request,No,
1777,Legitimate but noisy web request,user_input=BAvlU36f%3Ctest%3E,Web Traffic,Normal request,No,
1778,Legitimate but noisy web request,/blog/script-yIMnEKZ6-tips,Web Traffic,Normal request,No,
1779,Legitimate but noisy web request,/page?name=cVldE2gY&status=active,Web Traffic,Normal request,No,
1780,Legitimate but noisy web request,/admin/tools?cmd=view&id=9381,Web Traffic,Normal request,No,
1781,Legitimate but noisy web request,/download/2O3v7Lcs_script.pdf,Web Traffic,Normal request,No,
1782,Legitimate but noisy web request,/api/data/RrMqYxXS?token=a95f59994ed69928,Web Traffic,Normal request,No,
1783,Legitimate but noisy web request,/page?name=a1ImGIo9&status=active,Web Traffic,Normal request,No,
1784,Legitimate but noisy web request,/blog/script-8ONbyaG6-tips,Web Traffic,Normal request,No,
1785,Legitimate but noisy web request,/api/data/XdpVkGYT?token=3ff7f0c21dbfcdaf,Web Traffic,Normal request,No,
1786,Legitimate but noisy web request,/product?id=46748&desc=<b>NycVfIKr</b>,Web Traffic,Normal request,No,
1787,Legitimate but noisy web request,user_input=4xvo7LxW%3Ctest%3E,Web Traffic,Normal request,No,
1788,Legitimate but noisy web request,/search?q=select+f4MfQlfu&page=6,Web Traffic,Normal request,No,
1789,Legitimate but noisy web request,/search?q=select+i1uGfiWe&page=2,Web Traffic,Normal request,No,
1790,Legitimate but noisy web request,/page?name=OgdcyZ1l&status=active,Web Traffic,Normal request,No,
1791,Legitimate but noisy web request,/download/qKxQnFi9_script.pdf,Web Traffic,Normal request,No,
1792,Legitimate but noisy web request,/page?name=CodmEfT5&status=active,Web Traffic,Normal request,No,
1793,Legitimate but noisy web request,/page?name=OwhjYK95&status=active,Web Traffic,Normal request,No,
1794,Legitimate but noisy web request,/search?q=select+pb4NeYZ4&page=9,Web Traffic,Normal request,No,
1795,Legitimate but noisy web request,/blog/script-yuitiTyC-tips,Web Traffic,Normal request,Yes,CMDi
1796,Legitimate but noisy web request,/page?name=Cslnn7Oy&status=active,Web Traffic,Normal request,No,
1797,Legitimate but noisy web request,/download/nEB9UPHn_script.pdf,Web Traffic,Normal request,No,
1798,Legitimate but noisy web request,user_input=zrT4XjCT%3Ctest%3E,Web Traffic,Normal request,No,
1799,Legitimate but noisy web request,/blog/script-1h5mhmT5-tips,Web Traffic,Normal request,No,
1800,Legitimate but noisy web request,/page?name=ZX4btzam&status=active,Web Traffic,Normal request,No,
1801,Legitimate but noisy web request,/product?id=25316&desc=<b>lLLHHBWD</b>,Web Traffic,Normal request,No,
1802,Legitimate but noisy web request,/download/OqJ7FVQX_script.pdf,Web Traffic,Normal request,No,
1803,Legitimate but noisy web request,/product?id=83716&desc=<b>TAwOKTXi</b>,Web Traffic,Normal request,Yes,SQLi
1804,Legitimate but noisy web request,/blog/script-QuIHBfCK-tips,Web Traffic,Normal request,No,
1805,Legitimate but noisy web request,/admin/tools?cmd=view&id=59285,Web Traffic,Normal request,No,
1806,Legitimate but noisy web request,/admin/tools?cmd=view&id=18371,Web Traffic,Normal request,No,
1807,Legitimate but noisy web request,/download/Z390xbUV_script.pdf,Web Traffic,Normal request,No,
1808,Legitimate but noisy web request,user_input=8lxekqHW%3Ctest%3E,Web Traffic,Normal request,No,
1809,Legitimate but noisy web request,user_input=wl3DA1Rg%3Ctest%3E,Web Traffic,Normal request,No,
1810,Legitimate but noisy web request,/download/5T1a6I2m_script.pdf,Web Traffic,Normal request,No,
1811,Legitimate but noisy web request,/blog/script-lrTQ5LqM-tips,Web Traffic,Normal request,No,
1812,Legitimate but noisy web request,user_input=Wka84eY3%3Ctest%3E,Web Traffic,Normal request,No,
1813,Legitimate but noisy web request,/search?q=select+SuXPhbF1&page=2,Web Traffic,Normal request,No,
1814,Legitimate but noisy web request,/api/data/2unuP9le?token=38ee3512c89ccb58,Web Traffic,Normal request,No,
1815,Legitimate but noisy web request,/product?id=42467&desc=<b>BOSCh9x3</b>,Web Traffic,Normal request,No,
1816,Legitimate but noisy web request,/product?id=46633&desc=<b>velB8Ijg</b>,Web Traffic,Normal request,No,
1817,Legitimate but noisy web request,/api/data/1djTjUxx?token=4560e9d2f15c15e1,Web Traffic,Normal request,No,
1818,Legitimate but noisy web request,user_input=ED3Icm0U%3Ctest%3E,Web Traffic,Normal request,No,
1819,Legitimate but noisy web request,/search?q=select+edDBp3Qw&page=6,Web Traffic,Normal request,No,
1820,Legitimate but noisy web request,/product?id=74819&desc=<b>gdaUCYdt</b>,Web Traffic,Normal request,No,
1821,Legitimate but noisy web request,user_input=p867Hlh5%3Ctest%3E,Web Traffic,Normal request,No,
1822,Legitimate but noisy web request,/search?q=select+M2NZbXrI&page=7,Web Traffic,Normal request,No,
1823,Legitimate but noisy web request,/search?q=select+nMQ8eVpy&page=3,Web Traffic,Normal request,No,
1824,Legitimate but noisy web request,/admin/tools?cmd=view&id=49417,Web Traffic,Normal request,No,
1825,Legitimate but noisy web request,user_input=i9BEmREU%3Ctest%3E,Web Traffic,Normal request,No,
1826,Legitimate but noisy web request,/page?name=hkPO1Waz&status=active,Web Traffic,Normal request,No,
1827,Legitimate but noisy web request,/product?id=89978&desc=<b>r9biPHeL</b>,Web Traffic,Normal request,No,
1828,Legitimate but noisy web request,/admin/tools?cmd=view&id=1268,Web Traffic,Normal request,No,
1829,Legitimate but noisy web request,/blog/script-FquTLr0P-tips,Web Traffic,Normal request,No,
1830,Legitimate but noisy web request,/admin/tools?cmd=view&id=37670,Web Traffic,Normal request,No,
1831,Legitimate but noisy web request,/page?name=qBxFfZHJ&status=active,Web Traffic,Normal request,No,
1832,Legitimate but noisy web request,/admin/tools?cmd=view&id=34386,Web Traffic,Normal request,No,
1833,Legitimate but noisy web request,/page?name=EJv4auSH&status=active,Web Traffic,Normal request,No,
1834,Legitimate but noisy web request,/page?name=wzJ1N6mg&status=active,Web Traffic,Normal request,No,
1835,Legitimate but noisy web request,/search?q=select+fPaD2kQt&page=8,Web Traffic,Normal request,No,
1836,Legitimate but noisy web request,user_input=orDATMd8%3Ctest%3E,Web Traffic,Normal request,No,
1837,Legitimate but noisy web request,/search?q=select+GiV49xZj&page=9,Web Traffic,Normal request,No,
